Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);2,73;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[11]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1]/a[3];Prato;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[3]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1];    >    Toscana >    Prato >    Prato   ;[1, 2, 4, 5, 3] (5);1,81;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[1]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1]/a[4];Prato;[1, 2, 4, 5, 3] (5);15;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[4]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);9,4;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[2]/div[2]/div[1]/span[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);5,4;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[3]/a[1];--;[1, 2] (2);0,66;[1, 2] (2);--;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[2]/div[2]/div[1]/div[2]/div[3]/div[2]/span[1]/a[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/h5[1]; AGENTI RAPPRESENTANTI COMMERCIO ;[1, 2, 4, 3] (4);0,73;[1, 2] (2);Agenti di commercio Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/ol[1]/li[2]/a[1]/span[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);8,45;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//h2[@id='similar-nearby-companies']/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[1]/span[2];Prato;[1, 2, 4, 5, 3] (5);15;[1, 2, 4, 5, 3] (5);Prato ;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/span[2]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);3;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//h2[@id='reviews']/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1]/a[3];Prato;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[5]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[1]/span[1];59100;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);59100;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[3]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='postal-code']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[1]/span[1];59100;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);59100;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[4]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='postal-code']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[8];     Scrivi la tua recensione per Dragoni Luciano Tvc Hi Fi - Prato:                ;[1, 2, 4, 3, 5] (5);4,6;[1, 2, 4, 3, 5] (5);     Scrivi tu la prima recensione per Dragoni Luciano Tvc Hi-Fi!    ;//div[@id='write-a-review']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);9,4;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/h1[1]/span[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/h5[1]; AGENTI RAPPRESENTANTI COMMERCIO ;[1, 2, 4, 3] (4);0,96;[1, 2, 4, 3] (4);Agenti E Rappresentanti di commercio in Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding hidden-print']/ul[@class='list-unstyled gutter-left']/li[1]/a[@class='page']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1]/a[4];Prato;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[6]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[1]/span[2];Prato;[1, 2, 4, 5, 3] (5);15;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[2]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1];    >    Toscana >    Prato >    Prato   ;[1, 2, 4, 5, 3] (5);1,81;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[3]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);9,4;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi;//div[@id='main']/div[@class='card card-left-padding']/div[@class='h5 bold']/i
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);8,45;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[6]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);7,61;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[9]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);0,66;[1, 2, 3, 4, 5] (5);Descrizione Dragoni Luciano Tvc Hi-Fi, Prato;//h2[@id='description']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[1]/span[1];59100;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);59100;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[5]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='postal-code']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);3,59;[1, 2, 4, 3, 5] (5);Recensioni Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[7]/h2[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);0,72;[1, 2, 3, 4, 5] (5);Galleria Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[6]/h2[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[1]; Via Porta Al Serraglio 8   59100 Prato  (PO) ;[1, 2, 3, 4, 5] (5);7,06;[1, 2, 3, 4, 5] (5);via Porta Al Serraglio n. 8;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/span[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/strong[3]/a[1];Agenti E Rappresentanti Di Commercio a Prato;[1, 2, 4, 3] (4);0,75;[1, 2] (2);Agenti di commercio;//html[1]/body[1]/div[5]/div[2]/div[1]/div[5]/ol[1]/li[2]/a[1]/span[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/h5[1]; AGENTI RAPPRESENTANTI COMMERCIO ;[1, 2, 4, 3] (4);1;[1, 2, 4, 3] (4);Agenti E Rappresentanti di commercio;//html[1]/body[1]/div[5]/div[2]/div[1]/div[5]/span[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1];    >    Toscana >    Prato >    Prato   ;[1, 2, 4, 5, 3] (5);1,81;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[6]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);9,53;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[7]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1];    >    Toscana >    Prato >    Prato   ;[1, 2, 4, 5, 3] (5);1,81;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[5]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1]/a[3];Prato;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[1]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);3;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[11]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);2,06;[1, 2, 3, 4, 5] (5);Recensioni Dragoni Luciano Tvc Hi-Fi, Prato;//h2[@id='reviews']
Persona 1;//div[@id='left']/div[@class='bodyleftright']/div[@class='bodyleftright']/div[@class='headright']/span/strong;Aziende Simili:;[1, 2] (2);4,24;[1, 2, 5] (3);Questa è la mia azienda;//html[1]/body[1]/div[5]/div[2]/div[1]/div[3]/div[1]/div[1]/a[3]
Persona 1;//div[@id='left']/div[@class='bodyleftright']/div[@class='bodyleftright']/div[@class='headright']/span/strong;Aziende Simili:;[1, 2] (2);6,3;[1, 2, 4, 3, 5] (5);Aziende simili nelle vicinanze Dragoni Luciano Tvc Hi-Fi, Prato;//h2[@id='similar-nearby-companies']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);8,45;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[5]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1]/a[4];Prato;[1, 2, 4, 5, 3] (5);15;[1, 2, 4, 5, 3] (5);Prato ;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/span[2]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);9,53;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/h1[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);3,48;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//h2[@id='top-search']/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1]/a[3];Prato;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[2]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1]/a[4];Prato;[1, 2, 4, 5, 3] (5);15;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[3]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);5,4;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/h1[1]/span[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);8,45;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[7]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[1]/span[2];Prato;[1, 2, 4, 5, 3] (5);15;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[3]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[1]/h1[1];Dragoni Luciano Tvc Hi Fi - Prato ;[1, 2, 3, 4, 5] (5);9,53;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[6]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1];    >    Toscana >    Prato >    Prato   ;[1, 2, 4, 5, 3] (5);1,81;[1, 2, 4, 5, 3] (5);Prato ;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[2]/span[2]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/strong[3]/a[1];Agenti E Rappresentanti Di Commercio a Prato;[1, 2, 4, 3] (4);0,96;[1, 2, 4, 3] (4);Agenti E Rappresentanti di commercio;//html[1]/body[1]/div[5]/div[2]/div[1]/div[5]/span[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[1]/span[1];59100;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);59100;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[1]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='postal-code']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[8];     Scrivi la tua recensione per Dragoni Luciano Tvc Hi Fi - Prato:                ;[1, 2, 4, 3, 5] (5);2,47;[1, 2, 4, 3, 5] (5);Recensioni Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[7]/h2[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[1]/a[3];Prato;[1, 2, 4, 5, 3] (5);10;[1, 2, 4, 5, 3] (5);Prato;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[4]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='locality']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);8,45;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/h1[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);0,69;[1, 2, 3, 4, 5] (5); Più informazioni su Dragoni Luciano Tvc Hi-Fi;/html/body/div/div/div/div/div/a
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);9,4;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi;//html[1]/body[1]/div[5]/div[2]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/h2[1]/small[1]
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/div[1]/span[1]/span[1];59100;[1, 2, 4, 5, 3] (5);6;[1, 2, 4, 5, 3] (5);59100;//html[1]/body[1]/div[@class='company-page-container container']/div[@id='main-container']/div[@id='main']/div[@class='card card-left-padding']/ol[@class='fat-numbers']/li[6]/div[@class='row']/div[@class='address-container col-sm-8']/span[@class='adr']/span[@class='postal-code']
Persona 1;//html[1]/body[1]/div[1]/div[3]/div[2]/div[2]/div[2]/div[1]/span[1]/strong[1]/h2[1];Dragoni Luciano Tvc Hi Fi;[1, 2, 3, 4, 5] (5);2,63;[1, 2, 3, 4, 5] (5);Dragoni Luciano Tvc Hi-Fi, Prato;//h2[@id='reviews']/small[1]
